association_id,gene_id,disease_id,confidence_score,evidence_level
ASSOC05235,GENE0161,DIS0382,0.51,Moderate
ASSOC05236,GENE1423,DIS0442,0.81,Strong
ASSOC05237,GENE0315,DIS0492,0.72,Emerging
ASSOC05238,GENE1135,DIS0356,0.53,Emerging
ASSOC05239,GENE0821,DIS0188,0.89,Emerging
ASSOC05240,GENE0541,DIS0067,0.52,Strong
ASSOC05241,GENE0629,DIS0411,0.89,Emerging
ASSOC05242,GENE0068,DIS0418,0.97,Strong
ASSOC05243,GENE0084,DIS0111,0.66,Emerging
ASSOC05244,GENE0502,DIS0325,0.79,Moderate
ASSOC05245,GENE0268,DIS0425,0.55,Moderate
ASSOC05246,GENE1369,DIS0268,0.98,Emerging
ASSOC05247,GENE0351,DIS0234,0.99,Strong
ASSOC05248,GENE0649,DIS0273,0.87,Emerging
ASSOC05249,GENE1483,DIS0378,0.94,Strong
ASSOC05250,GENE1080,DIS0133,0.87,Moderate
ASSOC05251,GENE0753,DIS0210,0.9,Emerging
ASSOC05252,GENE0788,DIS0114,0.67,Strong
ASSOC05253,GENE1237,DIS0181,0.92,Moderate
ASSOC05254,GENE1492,DIS0210,0.5,Strong
ASSOC05255,GENE1062,DIS0483,0.98,Emerging
ASSOC05256,GENE0070,DIS0061,0.66,Moderate
ASSOC05257,GENE1193,DIS0048,0.93,Moderate
ASSOC05258,GENE1404,DIS0131,0.71,Moderate
ASSOC05259,GENE0172,DIS0247,0.78,Strong
ASSOC05260,GENE0671,DIS0231,0.88,Strong
ASSOC05261,GENE0986,DIS0235,0.93,Moderate
ASSOC05262,GENE0933,DIS0028,0.58,Moderate
ASSOC05263,GENE0474,DIS0224,0.63,Emerging
ASSOC05264,GENE0978,DIS0304,0.98,Moderate
ASSOC05265,GENE0142,DIS0438,0.7,Emerging
ASSOC05266,GENE0099,DIS0379,0.91,Emerging
ASSOC05267,GENE0514,DIS0131,0.95,Strong
ASSOC05268,GENE0313,DIS0306,0.61,Moderate
ASSOC05269,GENE0762,DIS0160,0.73,Emerging
ASSOC05270,GENE0283,DIS0042,0.62,Strong
ASSOC05271,GENE1052,DIS0333,0.51,Moderate
ASSOC05272,GENE0239,DIS0390,0.97,Emerging
ASSOC05273,GENE0737,DIS0454,0.55,Strong
ASSOC05274,GENE0105,DIS0278,0.59,Moderate
ASSOC05275,GENE0698,DIS0276,0.91,Emerging
ASSOC05276,GENE1195,DIS0460,0.97,Moderate
ASSOC05277,GENE1250,DIS0461,0.95,Strong
ASSOC05278,GENE0930,DIS0352,0.59,Emerging
ASSOC05279,GENE0981,DIS0196,0.82,Strong
ASSOC05280,GENE1431,DIS0393,0.81,Emerging
ASSOC05281,GENE1476,DIS0328,0.96,Emerging
ASSOC05282,GENE0290,DIS0148,0.9,Strong
ASSOC05283,GENE0753,DIS0361,0.93,Emerging
ASSOC05284,GENE0613,DIS0181,0.87,Strong
ASSOC05285,GENE0056,DIS0191,0.84,Strong
ASSOC05286,GENE0537,DIS0263,0.76,Emerging
ASSOC05287,GENE0621,DIS0439,0.52,Moderate
ASSOC05288,GENE1086,DIS0226,0.51,Moderate
ASSOC05289,GENE0143,DIS0331,0.63,Moderate
ASSOC05290,GENE1054,DIS0244,0.94,Emerging
ASSOC05291,GENE1419,DIS0391,0.83,Moderate
ASSOC05292,GENE0177,DIS0002,0.55,Strong
ASSOC05293,GENE0917,DIS0334,0.93,Emerging
ASSOC05294,GENE0911,DIS0041,0.5,Moderate
ASSOC05295,GENE0523,DIS0046,0.91,Strong
ASSOC05296,GENE0951,DIS0214,0.57,Moderate
ASSOC05297,GENE1235,DIS0083,0.8,Moderate
ASSOC05298,GENE0804,DIS0019,0.87,Moderate
ASSOC05299,GENE1237,DIS0068,0.6,Moderate
ASSOC05300,GENE0099,DIS0265,0.75,Strong
ASSOC05301,GENE1491,DIS0407,0.6,Emerging
ASSOC05302,GENE0652,DIS0239,0.95,Emerging
ASSOC05303,GENE0399,DIS0413,0.62,Moderate
ASSOC05304,GENE1000,DIS0470,0.84,Strong
ASSOC05305,GENE0336,DIS0066,0.67,Emerging
ASSOC05306,GENE0314,DIS0332,0.71,Emerging
ASSOC05307,GENE0603,DIS0468,0.86,Moderate
ASSOC05308,GENE0998,DIS0194,0.89,Emerging
ASSOC05309,GENE1443,DIS0421,0.53,Strong
ASSOC05310,GENE0620,DIS0047,0.89,Moderate
ASSOC05311,GENE0430,DIS0221,0.6,Emerging
ASSOC05312,GENE0675,DIS0414,0.58,Emerging
ASSOC05313,GENE1468,DIS0198,0.58,Emerging
ASSOC05314,GENE1432,DIS0259,0.7,Strong
ASSOC05315,GENE0357,DIS0055,0.79,Strong
ASSOC05316,GENE0454,DIS0436,0.66,Moderate
ASSOC05317,GENE1455,DIS0153,0.84,Moderate
ASSOC05318,GENE0672,DIS0335,0.58,Strong
ASSOC05319,GENE0567,DIS0160,0.83,Moderate
ASSOC05320,GENE0756,DIS0001,0.81,Emerging
ASSOC05321,GENE0318,DIS0341,0.53,Moderate
ASSOC05322,GENE1421,DIS0382,0.58,Moderate
ASSOC05323,GENE0096,DIS0368,0.53,Moderate
ASSOC05324,GENE1308,DIS0144,0.82,Strong
ASSOC05325,GENE1264,DIS0208,0.55,Moderate
ASSOC05326,GENE0613,DIS0094,0.6,Emerging
ASSOC05327,GENE0574,DIS0337,0.53,Moderate
ASSOC05328,GENE0752,DIS0152,0.61,Strong
ASSOC05329,GENE0210,DIS0167,0.73,Moderate
ASSOC05330,GENE0617,DIS0387,0.62,Moderate
ASSOC05331,GENE0629,DIS0398,0.85,Strong
ASSOC05332,GENE1282,DIS0298,0.78,Emerging
ASSOC05333,GENE1114,DIS0283,0.67,Emerging
ASSOC05334,GENE1092,DIS0400,0.76,Emerging
ASSOC05335,GENE1283,DIS0158,0.61,Strong
ASSOC05336,GENE0604,DIS0135,0.54,Emerging
ASSOC05337,GENE0141,DIS0087,0.83,Strong
ASSOC05338,GENE0714,DIS0423,0.68,Moderate
ASSOC05339,GENE1341,DIS0090,0.9,Emerging
ASSOC05340,GENE0008,DIS0359,0.7,Moderate
ASSOC05341,GENE0610,DIS0162,0.96,Moderate
ASSOC05342,GENE1387,DIS0006,0.99,Emerging
ASSOC05343,GENE1034,DIS0327,0.68,Moderate
ASSOC05344,GENE1185,DIS0233,0.97,Moderate
ASSOC05345,GENE0071,DIS0329,0.73,Strong
ASSOC05346,GENE0241,DIS0203,0.68,Strong
ASSOC05347,GENE1402,DIS0019,0.52,Strong
ASSOC05348,GENE0182,DIS0175,0.57,Moderate
ASSOC05349,GENE0395,DIS0417,0.72,Moderate
ASSOC05350,GENE1240,DIS0457,0.9,Strong
ASSOC05351,GENE0800,DIS0004,0.77,Emerging
ASSOC05352,GENE0460,DIS0262,0.61,Emerging
ASSOC05353,GENE1314,DIS0020,0.69,Moderate
ASSOC05354,GENE0183,DIS0476,0.97,Emerging
ASSOC05355,GENE1222,DIS0395,0.62,Strong
ASSOC05356,GENE1168,DIS0154,0.84,Moderate
ASSOC05357,GENE0148,DIS0392,0.72,Moderate
ASSOC05358,GENE0175,DIS0332,0.93,Emerging
ASSOC05359,GENE0246,DIS0294,0.75,Moderate
ASSOC05360,GENE0048,DIS0396,0.91,Emerging
ASSOC05361,GENE1316,DIS0016,0.69,Emerging
ASSOC05362,GENE0723,DIS0168,0.81,Emerging
ASSOC05363,GENE0862,DIS0331,0.72,Emerging
ASSOC05364,GENE0856,DIS0414,0.97,Moderate
ASSOC05365,GENE1318,DIS0093,0.73,Moderate
ASSOC05366,GENE1354,DIS0497,0.67,Emerging
ASSOC05367,GENE0061,DIS0156,0.92,Emerging
ASSOC05368,GENE0827,DIS0020,0.7,Moderate
ASSOC05369,GENE0456,DIS0387,0.92,Strong
ASSOC05370,GENE1286,DIS0491,0.79,Strong
ASSOC05371,GENE1220,DIS0271,0.78,Strong
ASSOC05372,GENE0257,DIS0074,0.59,Moderate
ASSOC05373,GENE1303,DIS0158,0.93,Moderate
ASSOC05374,GENE1276,DIS0344,0.85,Strong
ASSOC05375,GENE0892,DIS0348,0.69,Moderate
ASSOC05376,GENE0192,DIS0454,0.83,Moderate
ASSOC05377,GENE0740,DIS0153,0.68,Moderate
ASSOC05378,GENE0413,DIS0134,0.61,Moderate
ASSOC05379,GENE0717,DIS0332,0.72,Strong
ASSOC05380,GENE0340,DIS0012,0.86,Strong
ASSOC05381,GENE0179,DIS0048,0.53,Strong
ASSOC05382,GENE1463,DIS0215,0.72,Moderate
ASSOC05383,GENE0586,DIS0058,0.63,Emerging
ASSOC05384,GENE0522,DIS0141,0.98,Strong
ASSOC05385,GENE0509,DIS0219,0.75,Strong
ASSOC05386,GENE1055,DIS0051,0.63,Moderate
ASSOC05387,GENE0132,DIS0466,0.52,Strong
ASSOC05388,GENE0354,DIS0248,0.72,Emerging
ASSOC05389,GENE0444,DIS0288,0.68,Strong
ASSOC05390,GENE0968,DIS0208,0.92,Strong
ASSOC05391,GENE1268,DIS0360,0.93,Emerging
ASSOC05392,GENE0526,DIS0006,0.5,Moderate
ASSOC05393,GENE1414,DIS0169,0.73,Moderate
ASSOC05394,GENE1426,DIS0186,0.78,Strong
ASSOC05395,GENE1269,DIS0207,0.69,Moderate
ASSOC05396,GENE0366,DIS0090,0.67,Emerging
ASSOC05397,GENE1354,DIS0132,0.63,Emerging
ASSOC05398,GENE0012,DIS0194,0.82,Moderate
ASSOC05399,GENE1107,DIS0321,0.78,Moderate
ASSOC05400,GENE0720,DIS0378,0.82,Moderate
ASSOC05401,GENE0554,DIS0286,0.86,Emerging
ASSOC05402,GENE0089,DIS0426,0.59,Moderate
ASSOC05403,GENE0409,DIS0185,0.77,Emerging
ASSOC05404,GENE0544,DIS0375,0.85,Moderate
ASSOC05405,GENE0344,DIS0497,0.95,Moderate
ASSOC05406,GENE0086,DIS0241,0.89,Moderate
ASSOC05407,GENE1115,DIS0269,0.78,Moderate
ASSOC05408,GENE0554,DIS0144,0.66,Strong
ASSOC05409,GENE0131,DIS0344,0.77,Strong
ASSOC05410,GENE1230,DIS0068,0.71,Moderate
ASSOC05411,GENE1467,DIS0284,0.61,Emerging
ASSOC05412,GENE1279,DIS0018,0.98,Moderate
ASSOC05413,GENE0573,DIS0292,0.91,Emerging
ASSOC05414,GENE0815,DIS0140,0.66,Strong
ASSOC05415,GENE0734,DIS0096,0.86,Strong
ASSOC05416,GENE0312,DIS0089,0.77,Moderate
ASSOC05417,GENE1270,DIS0437,0.72,Strong
ASSOC05418,GENE1276,DIS0283,0.5,Strong
ASSOC05419,GENE0980,DIS0347,0.67,Moderate
ASSOC05420,GENE1204,DIS0403,0.82,Emerging
ASSOC05421,GENE0707,DIS0352,0.71,Emerging
ASSOC05422,GENE1391,DIS0224,0.97,Moderate
ASSOC05423,GENE0200,DIS0237,0.75,Emerging
ASSOC05424,GENE0424,DIS0323,0.89,Moderate
ASSOC05425,GENE0822,DIS0158,0.59,Strong
ASSOC05426,GENE1437,DIS0447,0.71,Emerging
ASSOC05427,GENE0337,DIS0051,0.51,Moderate
ASSOC05428,GENE1063,DIS0069,0.64,Emerging
ASSOC05429,GENE1138,DIS0299,0.95,Moderate
ASSOC05430,GENE0076,DIS0400,0.63,Emerging
ASSOC05431,GENE1389,DIS0202,0.87,Emerging
ASSOC05432,GENE1301,DIS0362,0.53,Moderate
ASSOC05433,GENE0101,DIS0382,0.72,Moderate
ASSOC05434,GENE0859,DIS0126,0.75,Strong
ASSOC05435,GENE1194,DIS0030,0.57,Strong
ASSOC05436,GENE0867,DIS0052,0.78,Strong
ASSOC05437,GENE1188,DIS0360,0.62,Emerging
ASSOC05438,GENE0240,DIS0027,0.86,Moderate
ASSOC05439,GENE0181,DIS0086,0.65,Moderate
ASSOC05440,GENE0746,DIS0181,0.85,Strong
ASSOC05441,GENE0832,DIS0019,0.62,Strong
ASSOC05442,GENE1004,DIS0063,0.74,Moderate
ASSOC05443,GENE0613,DIS0080,0.93,Strong
ASSOC05444,GENE1068,DIS0378,0.88,Moderate
ASSOC05445,GENE1285,DIS0029,0.78,Moderate
ASSOC05446,GENE1373,DIS0393,0.8,Emerging
ASSOC05447,GENE1470,DIS0049,0.65,Emerging
ASSOC05448,GENE0727,DIS0394,0.7,Emerging
ASSOC05449,GENE1134,DIS0226,0.59,Moderate
ASSOC05450,GENE0215,DIS0039,0.53,Strong
ASSOC05451,GENE1426,DIS0141,0.56,Emerging
ASSOC05452,GENE0555,DIS0085,0.92,Moderate
ASSOC05453,GENE0728,DIS0129,0.5,Moderate
ASSOC05454,GENE0016,DIS0213,0.59,Strong
ASSOC05455,GENE0112,DIS0325,0.83,Strong
ASSOC05456,GENE0612,DIS0486,0.85,Moderate
ASSOC05457,GENE1495,DIS0196,0.99,Strong
ASSOC05458,GENE0344,DIS0076,0.94,Strong
ASSOC05459,GENE0579,DIS0396,0.96,Strong
ASSOC05460,GENE1285,DIS0491,0.66,Moderate
ASSOC05461,GENE1196,DIS0049,0.75,Strong
ASSOC05462,GENE0738,DIS0213,0.5,Emerging
ASSOC05463,GENE1291,DIS0285,0.91,Emerging
ASSOC05464,GENE0167,DIS0258,0.74,Moderate
ASSOC05465,GENE1145,DIS0379,0.66,Strong
ASSOC05466,GENE1181,DIS0379,0.58,Moderate
ASSOC05467,GENE0319,DIS0132,0.73,Emerging
ASSOC05468,GENE0234,DIS0080,0.82,Emerging
ASSOC05469,GENE1436,DIS0277,0.61,Moderate
ASSOC05470,GENE0042,DIS0199,0.72,Emerging
ASSOC05471,GENE0922,DIS0007,0.62,Strong
ASSOC05472,GENE0746,DIS0253,0.68,Strong
ASSOC05473,GENE0284,DIS0152,0.97,Moderate
ASSOC05474,GENE1191,DIS0167,0.57,Emerging
ASSOC05475,GENE0707,DIS0301,0.75,Strong
ASSOC05476,GENE1005,DIS0308,0.68,Strong
ASSOC05477,GENE0974,DIS0467,0.97,Strong
ASSOC05478,GENE0912,DIS0061,0.98,Moderate
ASSOC05479,GENE1238,DIS0466,0.8,Emerging
ASSOC05480,GENE1180,DIS0491,0.9,Emerging
ASSOC05481,GENE0272,DIS0060,0.57,Strong
ASSOC05482,GENE0624,DIS0019,0.69,Strong
ASSOC05483,GENE1299,DIS0184,0.56,Emerging
ASSOC05484,GENE0679,DIS0407,0.87,Strong
ASSOC05485,GENE0316,DIS0224,0.73,Emerging
ASSOC05486,GENE0934,DIS0212,0.74,Emerging
ASSOC05487,GENE0099,DIS0068,0.98,Moderate
ASSOC05488,GENE0551,DIS0286,0.96,Emerging
ASSOC05489,GENE1146,DIS0416,0.94,Strong
ASSOC05490,GENE1117,DIS0438,0.94,Emerging
ASSOC05491,GENE0385,DIS0133,0.56,Strong
ASSOC05492,GENE1007,DIS0391,0.69,Moderate
ASSOC05493,GENE1269,DIS0103,0.51,Strong
ASSOC05494,GENE1135,DIS0092,0.95,Moderate
ASSOC05495,GENE0079,DIS0028,0.91,Emerging
ASSOC05496,GENE0479,DIS0007,0.75,Moderate
ASSOC05497,GENE0655,DIS0269,0.78,Strong
ASSOC05498,GENE0395,DIS0140,0.84,Emerging
ASSOC05499,GENE0760,DIS0042,0.64,Strong
ASSOC05500,GENE0082,DIS0375,0.68,Emerging
ASSOC05501,GENE1236,DIS0076,0.5,Moderate
ASSOC05502,GENE0637,DIS0152,0.96,Strong
ASSOC05503,GENE0134,DIS0122,0.83,Strong
ASSOC05504,GENE1087,DIS0411,0.66,Moderate
ASSOC05505,GENE0569,DIS0184,0.92,Strong
ASSOC05506,GENE0580,DIS0104,0.92,Emerging
ASSOC05507,GENE1052,DIS0437,0.8,Strong
ASSOC05508,GENE0005,DIS0130,0.54,Emerging
ASSOC05509,GENE0091,DIS0097,0.73,Emerging
ASSOC05510,GENE0577,DIS0102,0.59,Moderate
ASSOC05511,GENE1406,DIS0023,0.51,Strong
ASSOC05512,GENE1023,DIS0270,0.62,Emerging
ASSOC05513,GENE0642,DIS0448,0.8,Moderate
ASSOC05514,GENE0775,DIS0180,0.79,Strong
ASSOC05515,GENE0897,DIS0071,0.97,Moderate
ASSOC05516,GENE1213,DIS0171,0.51,Emerging
ASSOC05517,GENE0046,DIS0058,0.56,Strong
ASSOC05518,GENE1185,DIS0276,0.57,Emerging
ASSOC05519,GENE0319,DIS0327,0.89,Emerging
ASSOC05520,GENE1482,DIS0151,0.98,Moderate
ASSOC05521,GENE1452,DIS0082,0.88,Strong
ASSOC05522,GENE1087,DIS0088,0.77,Emerging
ASSOC05523,GENE0736,DIS0122,0.92,Moderate
ASSOC05524,GENE1171,DIS0279,0.52,Strong
ASSOC05525,GENE0238,DIS0397,0.69,Strong
ASSOC05526,GENE1190,DIS0007,0.72,Strong
ASSOC05527,GENE0608,DIS0079,0.84,Strong
ASSOC05528,GENE0608,DIS0029,0.7,Strong
ASSOC05529,GENE0408,DIS0282,0.88,Moderate
ASSOC05530,GENE1267,DIS0415,0.75,Moderate
ASSOC05531,GENE0017,DIS0115,0.72,Moderate
ASSOC05532,GENE0646,DIS0019,0.94,Moderate
ASSOC05533,GENE0982,DIS0388,0.74,Emerging
ASSOC05534,GENE0340,DIS0064,0.82,Moderate
ASSOC05535,GENE1405,DIS0199,0.61,Strong
ASSOC05536,GENE0403,DIS0052,0.88,Moderate
ASSOC05537,GENE0507,DIS0230,0.83,Emerging
ASSOC05538,GENE1325,DIS0063,0.82,Strong
ASSOC05539,GENE1221,DIS0491,0.68,Strong
ASSOC05540,GENE0304,DIS0234,0.95,Moderate
ASSOC05541,GENE0964,DIS0238,0.91,Strong
ASSOC05542,GENE1091,DIS0362,0.74,Strong
ASSOC05543,GENE1356,DIS0342,0.75,Strong
ASSOC05544,GENE1462,DIS0099,0.63,Strong
ASSOC05545,GENE0636,DIS0311,0.96,Strong
ASSOC05546,GENE1077,DIS0034,0.66,Moderate
ASSOC05547,GENE1083,DIS0054,0.98,Strong
ASSOC05548,GENE0753,DIS0086,0.61,Emerging
ASSOC05549,GENE0270,DIS0033,0.9,Strong
ASSOC05550,GENE0806,DIS0353,0.55,Emerging
ASSOC05551,GENE1459,DIS0091,0.87,Emerging
ASSOC05552,GENE0149,DIS0377,0.58,Moderate
ASSOC05553,GENE1388,DIS0328,0.53,Emerging
ASSOC05554,GENE0987,DIS0056,0.85,Strong
ASSOC05555,GENE1389,DIS0046,0.74,Emerging
ASSOC05556,GENE1048,DIS0162,0.73,Moderate
ASSOC05557,GENE1490,DIS0084,0.74,Moderate
ASSOC05558,GENE0215,DIS0304,0.8,Moderate
ASSOC05559,GENE0768,DIS0431,0.69,Emerging
ASSOC05560,GENE1122,DIS0381,0.81,Strong
ASSOC05562,GENE0177,DIS0173,0.65,Strong
ASSOC05563,GENE0338,DIS0405,0.89,Strong
ASSOC05564,GENE1218,DIS0257,0.67,Strong
ASSOC05565,GENE0296,DIS0493,0.85,Emerging
ASSOC05566,GENE0066,DIS0410,0.63,Emerging
ASSOC05567,GENE0859,DIS0427,0.58,Strong
ASSOC05568,GENE1283,DIS0064,0.79,Strong
ASSOC05569,GENE1011,DIS0179,0.73,Emerging
ASSOC05570,GENE0336,DIS0463,0.79,Strong
ASSOC05571,GENE0074,DIS0093,0.83,Emerging
ASSOC05572,GENE0309,DIS0324,0.95,Emerging
ASSOC05573,GENE0135,DIS0172,0.9,Moderate
ASSOC05574,GENE1017,DIS0420,0.8,Emerging
ASSOC05575,GENE0787,DIS0049,0.98,Emerging
ASSOC05576,GENE1307,DIS0210,0.87,Emerging
ASSOC05577,GENE1090,DIS0216,0.66,Moderate
ASSOC05578,GENE0295,DIS0202,0.78,Strong
ASSOC05579,GENE0317,DIS0460,0.51,Emerging
ASSOC05580,GENE0697,DIS0088,0.64,Moderate
ASSOC05581,GENE0183,DIS0484,0.51,Moderate
ASSOC05582,GENE1143,DIS0452,0.79,Emerging
ASSOC05583,GENE0870,DIS0241,0.67,Strong
ASSOC05584,GENE1189,DIS0402,0.5,Strong
ASSOC05585,GENE0733,DIS0379,0.76,Moderate
ASSOC05586,GENE1259,DIS0141,0.83,Moderate
ASSOC05587,GENE0357,DIS0492,0.5,Strong
ASSOC05588,GENE0319,DIS0401,0.56,Strong
ASSOC05589,GENE1465,DIS0214,0.7,Strong
ASSOC05590,GENE1034,DIS0356,0.93,Emerging
ASSOC05591,GENE1102,DIS0396,0.68,Strong
ASSOC05592,GENE0411,DIS0287,0.75,Moderate
ASSOC05593,GENE0377,DIS0375,0.77,Emerging
ASSOC05594,GENE0333,DIS0364,0.82,Moderate
ASSOC05595,GENE0846,DIS0385,0.6,Moderate
ASSOC05596,GENE0555,DIS0099,0.63,Strong
ASSOC05597,GENE1303,DIS0024,0.54,Emerging
ASSOC05598,GENE0374,DIS0484,0.84,Moderate
ASSOC05599,GENE1403,DIS0176,0.83,Strong
ASSOC05600,GENE1171,DIS0371,0.74,Emerging
ASSOC05601,GENE1207,DIS0170,0.71,Emerging
ASSOC05602,GENE0040,DIS0181,0.71,Moderate
ASSOC05603,GENE1007,DIS0326,0.7,Moderate
ASSOC05604,GENE1168,DIS0489,0.94,Emerging
ASSOC05605,GENE1492,DIS0266,0.69,Emerging
ASSOC05606,GENE0260,DIS0263,0.72,Strong
ASSOC05607,GENE1446,DIS0171,0.57,Moderate
ASSOC05608,GENE0436,DIS0367,0.93,Moderate
ASSOC05609,GENE1093,DIS0172,0.53,Moderate
ASSOC05610,GENE0425,DIS0309,0.77,Moderate
ASSOC05611,GENE1328,DIS0166,0.59,Strong
ASSOC05612,GENE1265,DIS0482,0.72,Emerging
ASSOC05613,GENE0662,DIS0117,0.95,Emerging
ASSOC05614,GENE0334,DIS0215,0.77,Strong
ASSOC05615,GENE0297,DIS0358,0.53,Emerging
ASSOC05616,GENE0483,DIS0160,0.9,Emerging
ASSOC05617,GENE1215,DIS0400,0.91,Strong
ASSOC05618,GENE1496,DIS0136,0.71,Strong
ASSOC05619,GENE1207,DIS0191,0.82,Emerging
ASSOC05620,GENE0473,DIS0197,0.81,Strong
ASSOC05621,GENE1405,DIS0141,0.6,Emerging
ASSOC05622,GENE0970,DIS0408,0.81,Moderate
ASSOC05623,GENE1100,DIS0318,0.97,Strong
ASSOC05624,GENE0048,DIS0410,0.64,Emerging
ASSOC05625,GENE0722,DIS0153,0.85,Emerging
ASSOC05626,GENE0989,DIS0100,0.82,Strong
ASSOC05627,GENE1159,DIS0122,0.7,Moderate
ASSOC05628,GENE1284,DIS0431,0.96,Moderate
ASSOC05629,GENE0307,DIS0233,0.92,Strong
ASSOC05630,GENE0503,DIS0103,0.98,Moderate
ASSOC05631,GENE0687,DIS0378,0.78,Strong
ASSOC05632,GENE0415,DIS0282,0.72,Strong
ASSOC05633,GENE1293,DIS0185,0.51,Strong
ASSOC05634,GENE0923,DIS0418,0.75,Strong
ASSOC05635,GENE0096,DIS0398,0.7,Emerging
ASSOC05636,GENE0035,DIS0279,0.87,Moderate
ASSOC05637,GENE1124,DIS0127,0.63,Moderate
ASSOC05638,GENE0051,DIS0443,0.85,Strong
ASSOC05639,GENE0987,DIS0051,0.65,Strong
ASSOC05640,GENE1017,DIS0431,0.64,Emerging
ASSOC05641,GENE1323,DIS0126,0.52,Strong
ASSOC05642,GENE0115,DIS0249,0.73,Moderate
ASSOC05643,GENE0434,DIS0324,0.64,Moderate
ASSOC05644,GENE0669,DIS0015,0.77,Emerging
ASSOC05645,GENE0032,DIS0290,0.72,Strong
ASSOC05646,GENE1428,DIS0278,0.67,Moderate
ASSOC05647,GENE0145,DIS0069,0.65,Emerging
ASSOC05648,GENE0887,DIS0081,0.87,Moderate
ASSOC05649,GENE0819,DIS0112,0.94,Strong
ASSOC05650,GENE0464,DIS0028,0.71,Emerging
ASSOC05651,GENE1389,DIS0216,0.57,Moderate
ASSOC05652,GENE0569,DIS0272,0.9,Strong
ASSOC05653,GENE0663,DIS0370,0.78,Strong
ASSOC05654,GENE0267,DIS0072,0.68,Emerging
ASSOC05655,GENE0207,DIS0053,0.81,Strong
ASSOC05656,GENE1075,DIS0050,0.65,Emerging
ASSOC05657,GENE0134,DIS0239,0.92,Moderate
ASSOC05658,GENE1429,DIS0161,0.7,Strong
ASSOC05659,GENE0583,DIS0056,0.83,Strong
ASSOC05660,GENE0645,DIS0269,0.77,Moderate
ASSOC05661,GENE0063,DIS0378,0.51,Emerging
ASSOC05662,GENE1222,DIS0151,0.5,Emerging
ASSOC05663,GENE0889,DIS0096,0.78,Moderate
ASSOC05664,GENE1132,DIS0187,0.54,Moderate
ASSOC05665,GENE0428,DIS0403,0.87,Moderate
ASSOC05666,GENE0001,DIS0119,0.89,Strong
ASSOC05667,GENE1265,DIS0319,0.98,Strong
ASSOC05668,GENE0287,DIS0168,0.67,Moderate
ASSOC05669,GENE0990,DIS0001,0.96,Strong
ASSOC05670,GENE1398,DIS0108,0.66,Emerging
ASSOC05671,GENE0292,DIS0135,0.79,Strong
ASSOC05672,GENE0341,DIS0157,0.51,Moderate
ASSOC05673,GENE0421,DIS0045,0.81,Strong
ASSOC05674,GENE0805,DIS0413,0.52,Moderate
ASSOC05675,GENE0346,DIS0159,0.73,Strong
ASSOC05676,GENE0157,DIS0394,0.93,Moderate
ASSOC05677,GENE1332,DIS0446,0.53,Strong
ASSOC05678,GENE0013,DIS0466,0.92,Strong
ASSOC05679,GENE0390,DIS0198,0.63,Strong
ASSOC05680,GENE1454,DIS0040,0.92,Moderate
ASSOC05681,GENE1096,DIS0357,0.73,Moderate
ASSOC05682,GENE1014,DIS0420,0.85,Emerging
ASSOC05683,GENE0387,DIS0225,0.72,Moderate
ASSOC05684,GENE0779,DIS0430,0.55,Emerging
ASSOC05685,GENE1258,DIS0325,0.53,Moderate
ASSOC05686,GENE0900,DIS0059,0.83,Emerging
ASSOC05687,GENE0844,DIS0466,0.67,Emerging
ASSOC05688,GENE1394,DIS0052,0.53,Moderate
ASSOC05689,GENE0298,DIS0086,0.54,Strong
ASSOC05690,GENE0237,DIS0354,0.95,Moderate
ASSOC05691,GENE0832,DIS0129,0.54,Emerging
ASSOC05692,GENE0053,DIS0439,0.65,Strong
ASSOC05693,GENE0567,DIS0405,0.64,Emerging
ASSOC05694,GENE1166,DIS0321,0.58,Emerging
ASSOC05695,GENE0417,DIS0454,0.83,Strong
ASSOC05696,GENE0456,DIS0088,0.74,Emerging
ASSOC05697,GENE1145,DIS0146,0.51,Strong
ASSOC05698,GENE1488,DIS0251,0.54,Moderate
ASSOC05699,GENE0305,DIS0341,0.9,Emerging
ASSOC05700,GENE0565,DIS0275,0.9,Emerging
ASSOC05701,GENE1073,DIS0132,0.57,Emerging
ASSOC05702,GENE1401,DIS0414,0.87,Emerging
ASSOC05703,GENE0171,DIS0179,0.95,Strong
ASSOC05704,GENE1306,DIS0036,0.97,Strong
ASSOC05705,GENE1478,DIS0462,0.72,Moderate
ASSOC05706,GENE0226,DIS0270,0.76,Moderate
ASSOC05707,GENE0779,DIS0357,0.7,Emerging
ASSOC05708,GENE1340,DIS0029,0.73,Moderate
ASSOC05709,GENE0808,DIS0086,0.93,Emerging
ASSOC05710,GENE0851,DIS0082,0.87,Moderate
ASSOC05711,GENE0342,DIS0076,0.52,Emerging
ASSOC05712,GENE1287,DIS0244,0.56,Emerging
ASSOC05713,GENE1067,DIS0265,0.94,Moderate
ASSOC05714,GENE0930,DIS0435,0.57,Strong
ASSOC05715,GENE0263,DIS0363,0.92,Strong
ASSOC05716,GENE0954,DIS0221,0.6,Moderate
ASSOC05717,GENE0953,DIS0099,0.88,Emerging
ASSOC05718,GENE0599,DIS0223,0.92,Moderate
ASSOC05719,GENE0956,DIS0362,0.87,Strong
ASSOC05720,GENE0354,DIS0212,0.96,Strong
ASSOC05721,GENE0033,DIS0262,0.87,Emerging
ASSOC05722,GENE0855,DIS0161,0.53,Emerging
