publication_id,title,journal,year,doi
PUB0817,Genomic Study 817,Science,2017,10.1000/dgm.0817
PUB0818,Genomic Study 818,Cell,2018,10.1000/dgm.0818
PUB0819,Genomic Study 819,Lancet,2019,10.1000/dgm.0819
PUB0820,Genomic Study 820,NEJM,2020,10.1000/dgm.0820
PUB0821,Genomic Study 821,Nature,2021,10.1000/dgm.0821
PUB0822,Genomic Study 822,Science,2022,10.1000/dgm.0822
PUB0823,Genomic Study 823,Cell,2023,10.1000/dgm.0823
PUB0824,Genomic Study 824,Lancet,2024,10.1000/dgm.0824
PUB0825,Genomic Study 825,NEJM,2025,10.1000/dgm.0825
PUB0826,Genomic Study 826,Nature,2015,10.1000/dgm.0826
PUB0827,Genomic Study 827,Science,2016,10.1000/dgm.0827
PUB0828,Genomic Study 828,Cell,2017,10.1000/dgm.0828
PUB0829,Genomic Study 829,Lancet,2018,10.1000/dgm.0829
PUB0830,Genomic Study 830,NEJM,2019,10.1000/dgm.0830
PUB0831,Genomic Study 831,Nature,2020,10.1000/dgm.0831
PUB0832,Genomic Study 832,Science,2021,10.1000/dgm.0832
PUB0833,Genomic Study 833,Cell,2022,10.1000/dgm.0833
PUB0834,Genomic Study 834,Lancet,2023,10.1000/dgm.0834
PUB0835,Genomic Study 835,NEJM,2024,10.1000/dgm.0835
PUB0836,Genomic Study 836,Nature,2025,10.1000/dgm.0836
PUB0837,Genomic Study 837,Science,2015,10.1000/dgm.0837
PUB0838,Genomic Study 838,Cell,2016,10.1000/dgm.0838
PUB0839,Genomic Study 839,Lancet,2017,10.1000/dgm.0839
PUB0840,Genomic Study 840,NEJM,2018,10.1000/dgm.0840
PUB0841,Genomic Study 841,Nature,2019,10.1000/dgm.0841
PUB0842,Genomic Study 842,Science,2020,10.1000/dgm.0842
PUB0843,Genomic Study 843,Cell,2021,10.1000/dgm.0843
PUB0844,Genomic Study 844,Lancet,2022,10.1000/dgm.0844
PUB0845,Genomic Study 845,NEJM,2023,10.1000/dgm.0845
PUB0846,Genomic Study 846,Nature,2024,10.1000/dgm.0846
PUB0847,Genomic Study 847,Science,2025,10.1000/dgm.0847
PUB0848,Genomic Study 848,Cell,2015,10.1000/dgm.0848
PUB0849,Genomic Study 849,Lancet,2016,10.1000/dgm.0849
PUB0850,Genomic Study 850,NEJM,2017,10.1000/dgm.0850
PUB0851,Genomic Study 851,Nature,2018,10.1000/dgm.0851
PUB0852,Genomic Study 852,Science,2019,10.1000/dgm.0852
PUB0853,Genomic Study 853,Cell,2020,10.1000/dgm.0853
PUB0854,Genomic Study 854,Lancet,2021,10.1000/dgm.0854
PUB0855,Genomic Study 855,NEJM,2022,10.1000/dgm.0855
PUB0856,Genomic Study 856,Nature,2023,10.1000/dgm.0856
PUB0857,Genomic Study 857,Science,2024,10.1000/dgm.0857
PUB0858,Genomic Study 858,Cell,2025,10.1000/dgm.0858
PUB0859,Genomic Study 859,Lancet,2015,10.1000/dgm.0859
PUB0860,Genomic Study 860,NEJM,2016,10.1000/dgm.0860
PUB0861,Genomic Study 861,Nature,2017,10.1000/dgm.0861
PUB0862,Genomic Study 862,Science,2018,10.1000/dgm.0862
PUB0863,Genomic Study 863,Cell,2019,10.1000/dgm.0863
PUB0864,Genomic Study 864,Lancet,2020,10.1000/dgm.0864
PUB0865,Genomic Study 865,NEJM,2021,10.1000/dgm.0865
PUB0866,Genomic Study 866,Nature,2022,10.1000/dgm.0866
PUB0867,Genomic Study 867,Science,2023,10.1000/dgm.0867
PUB0868,Genomic Study 868,Cell,2024,10.1000/dgm.0868
PUB0869,Genomic Study 869,Lancet,2025,10.1000/dgm.0869
PUB0870,Genomic Study 870,NEJM,2015,10.1000/dgm.0870
PUB0871,Genomic Study 871,Nature,2016,10.1000/dgm.0871
PUB0872,Genomic Study 872,Science,2017,10.1000/dgm.0872
PUB0873,Genomic Study 873,Cell,2018,10.1000/dgm.0873
PUB0874,Genomic Study 874,Lancet,2019,10.1000/dgm.0874
PUB0875,Genomic Study 875,NEJM,2020,10.1000/dgm.0875
PUB0876,Genomic Study 876,Nature,2021,10.1000/dgm.0876
PUB0877,Genomic Study 877,Science,2022,10.1000/dgm.0877
PUB0878,Genomic Study 878,Cell,2023,10.1000/dgm.0878
PUB0879,Genomic Study 879,Lancet,2024,10.1000/dgm.0879
PUB0880,Genomic Study 880,NEJM,2025,10.1000/dgm.0880
PUB0881,Genomic Study 881,Nature,2015,10.1000/dgm.0881
PUB0882,Genomic Study 882,Science,2016,10.1000/dgm.0882
PUB0883,Genomic Study 883,Cell,2017,10.1000/dgm.0883
PUB0884,Genomic Study 884,Lancet,2018,10.1000/dgm.0884
PUB0885,Genomic Study 885,NEJM,2019,10.1000/dgm.0885
PUB0886,Genomic Study 886,Nature,2020,10.1000/dgm.0886
PUB0887,Genomic Study 887,Science,2021,10.1000/dgm.0887
PUB0888,Genomic Study 888,Cell,2022,10.1000/dgm.0888
PUB0889,Genomic Study 889,Lancet,2023,10.1000/dgm.0889
PUB0890,Genomic Study 890,NEJM,2024,10.1000/dgm.0890
PUB0891,Genomic Study 891,Nature,2025,10.1000/dgm.0891
PUB0892,Genomic Study 892,Science,2015,10.1000/dgm.0892
PUB0893,Genomic Study 893,Cell,2016,10.1000/dgm.0893
PUB0894,Genomic Study 894,Lancet,2017,10.1000/dgm.0894
PUB0895,Genomic Study 895,NEJM,2018,10.1000/dgm.0895
PUB0896,Genomic Study 896,Nature,2019,10.1000/dgm.0896
PUB0897,Genomic Study 897,Science,2020,10.1000/dgm.0897
PUB0898,Genomic Study 898,Cell,2021,10.1000/dgm.0898
PUB0899,Genomic Study 899,Lancet,2022,10.1000/dgm.0899
PUB0900,Genomic Study 900,NEJM,2023,10.1000/dgm.0900
PUB0901,Genomic Study 901,Nature,2024,10.1000/dgm.0901
PUB0902,Genomic Study 902,Science,2025,10.1000/dgm.0902
PUB0903,Genomic Study 903,Cell,2015,10.1000/dgm.0903
PUB0904,Genomic Study 904,Lancet,2016,10.1000/dgm.0904
PUB0905,Genomic Study 905,NEJM,2017,10.1000/dgm.0905
PUB0906,Genomic Study 906,Nature,2018,10.1000/dgm.0906
PUB0907,Genomic Study 907,Science,2019,10.1000/dgm.0907
PUB0908,Genomic Study 908,Cell,2020,10.1000/dgm.0908
PUB0909,Genomic Study 909,Lancet,2021,10.1000/dgm.0909
PUB0910,Genomic Study 910,NEJM,2022,10.1000/dgm.0910
PUB0911,Genomic Study 911,Nature,2023,10.1000/dgm.0911
PUB0912,Genomic Study 912,Science,2024,10.1000/dgm.0912
PUB0913,Genomic Study 913,Cell,2025,10.1000/dgm.0913
PUB0914,Genomic Study 914,Lancet,2015,10.1000/dgm.0914
PUB0915,Genomic Study 915,NEJM,2016,10.1000/dgm.0915
PUB0916,Genomic Study 916,Nature,2017,10.1000/dgm.0916
PUB0917,Genomic Study 917,Science,2018,10.1000/dgm.0917
PUB0918,Genomic Study 918,Cell,2019,10.1000/dgm.0918
PUB0919,Genomic Study 919,Lancet,2020,10.1000/dgm.0919
PUB0920,Genomic Study 920,NEJM,2021,10.1000/dgm.0920
PUB0921,Genomic Study 921,Nature,2022,10.1000/dgm.0921
PUB0922,Genomic Study 922,Science,2023,10.1000/dgm.0922
PUB0923,Genomic Study 923,Cell,2024,10.1000/dgm.0923
PUB0924,Genomic Study 924,Lancet,2025,10.1000/dgm.0924
PUB0925,Genomic Study 925,NEJM,2015,10.1000/dgm.0925
PUB0926,Genomic Study 926,Nature,2016,10.1000/dgm.0926
PUB0927,Genomic Study 927,Science,2017,10.1000/dgm.0927
PUB0928,Genomic Study 928,Cell,2018,10.1000/dgm.0928
PUB0929,Genomic Study 929,Lancet,2019,10.1000/dgm.0929
PUB0930,Genomic Study 930,NEJM,2020,10.1000/dgm.0930
PUB0931,Genomic Study 931,Nature,2021,10.1000/dgm.0931
PUB0932,Genomic Study 932,Science,2022,10.1000/dgm.0932
PUB0933,Genomic Study 933,Cell,2023,10.1000/dgm.0933
PUB0934,Genomic Study 934,Lancet,2024,10.1000/dgm.0934
PUB0935,Genomic Study 935,NEJM,2025,10.1000/dgm.0935
PUB0936,Genomic Study 936,Nature,2015,10.1000/dgm.0936
PUB0937,Genomic Study 937,Science,2016,10.1000/dgm.0937
PUB0938,Genomic Study 938,Cell,2017,10.1000/dgm.0938
PUB0939,Genomic Study 939,Lancet,2018,10.1000/dgm.0939
PUB0940,Genomic Study 940,NEJM,2019,10.1000/dgm.0940
PUB0941,Genomic Study 941,Nature,2020,10.1000/dgm.0941
PUB0942,Genomic Study 942,Science,2021,10.1000/dgm.0942
PUB0943,Genomic Study 943,Cell,2022,10.1000/dgm.0943
PUB0944,Genomic Study 944,Lancet,2023,10.1000/dgm.0944
PUB0945,Genomic Study 945,NEJM,2024,10.1000/dgm.0945
PUB0946,Genomic Study 946,Nature,2025,10.1000/dgm.0946
PUB0947,Genomic Study 947,Science,2015,10.1000/dgm.0947
PUB0948,Genomic Study 948,Cell,2016,10.1000/dgm.0948
PUB0949,Genomic Study 949,Lancet,2017,10.1000/dgm.0949
PUB0950,Genomic Study 950,NEJM,2018,10.1000/dgm.0950
PUB0951,Genomic Study 951,Nature,2019,10.1000/dgm.0951
PUB0952,Genomic Study 952,Science,2020,10.1000/dgm.0952
PUB0953,Genomic Study 953,Cell,2021,10.1000/dgm.0953
PUB0954,Genomic Study 954,Lancet,2022,10.1000/dgm.0954
PUB0955,Genomic Study 955,NEJM,2023,10.1000/dgm.0955
PUB0956,Genomic Study 956,Nature,2024,10.1000/dgm.0956
PUB0957,Genomic Study 957,Science,2025,10.1000/dgm.0957
PUB0958,Genomic Study 958,Cell,2015,10.1000/dgm.0958
PUB0959,Genomic Study 959,Lancet,2016,10.1000/dgm.0959
PUB0960,Genomic Study 960,NEJM,2017,10.1000/dgm.0960
PUB0961,Genomic Study 961,Nature,2018,10.1000/dgm.0961
PUB0962,Genomic Study 962,Science,2019,10.1000/dgm.0962
PUB0963,Genomic Study 963,Cell,2020,10.1000/dgm.0963
PUB0964,Genomic Study 964,Lancet,2021,10.1000/dgm.0964
PUB0965,Genomic Study 965,NEJM,2022,10.1000/dgm.0965
PUB0966,Genomic Study 966,Nature,2023,10.1000/dgm.0966
PUB0967,Genomic Study 967,Science,2024,10.1000/dgm.0967
PUB0968,Genomic Study 968,Cell,2025,10.1000/dgm.0968
PUB0969,Genomic Study 969,Lancet,2015,10.1000/dgm.0969
PUB0970,Genomic Study 970,NEJM,2016,10.1000/dgm.0970
PUB0971,Genomic Study 971,Nature,2017,10.1000/dgm.0971
PUB0972,Genomic Study 972,Science,2018,10.1000/dgm.0972
PUB0973,Genomic Study 973,Cell,2019,10.1000/dgm.0973
PUB0974,Genomic Study 974,Lancet,2020,10.1000/dgm.0974
PUB0975,Genomic Study 975,NEJM,2021,10.1000/dgm.0975
PUB0976,Genomic Study 976,Nature,2022,10.1000/dgm.0976
PUB0977,Genomic Study 977,Science,2023,10.1000/dgm.0977
PUB0978,Genomic Study 978,Cell,2024,10.1000/dgm.0978
PUB0979,Genomic Study 979,Lancet,2025,10.1000/dgm.0979
PUB0980,Genomic Study 980,NEJM,2015,10.1000/dgm.0980
PUB0981,Genomic Study 981,Nature,2016,10.1000/dgm.0981
PUB0982,Genomic Study 982,Science,2017,10.1000/dgm.0982
PUB0983,Genomic Study 983,Cell,2018,10.1000/dgm.0983
PUB0984,Genomic Study 984,Lancet,2019,10.1000/dgm.0984
PUB0985,Genomic Study 985,NEJM,2020,10.1000/dgm.0985
PUB0986,Genomic Study 986,Nature,2021,10.1000/dgm.0986
PUB0987,Genomic Study 987,Science,2022,10.1000/dgm.0987
PUB0988,Genomic Study 988,Cell,2023,10.1000/dgm.0988
PUB0989,Genomic Study 989,Lancet,2024,10.1000/dgm.0989
PUB0990,Genomic Study 990,NEJM,2025,10.1000/dgm.0990
PUB0991,Genomic Study 991,Nature,2015,10.1000/dgm.0991
PUB0992,Genomic Study 992,Science,2016,10.1000/dgm.0992
PUB0993,Genomic Study 993,Cell,2017,10.1000/dgm.0993
PUB0994,Genomic Study 994,Lancet,2018,10.1000/dgm.0994
PUB0995,Genomic Study 995,NEJM,2019,10.1000/dgm.0995
PUB0996,Genomic Study 996,Nature,2020,10.1000/dgm.0996
PUB0997,Genomic Study 997,Science,2021,10.1000/dgm.0997
PUB0998,Genomic Study 998,Cell,2022,10.1000/dgm.0998
PUB0999,Genomic Study 999,Lancet,2023,10.1000/dgm.0999
PUB1000,Genomic Study 1000,NEJM,2024,10.1000/dgm.1000
